uuid,fish_id,age,length,weight,month,is_male,is_female,is_unknown,is_plaice,is_herring
597af2f5-38c0-41a1-902b-9056bc35b9e1,CAR-025-36-0835,6,0.25,0.102,0.75,1,0,0,1,0
5efb4acf-d0dd-4a3b-be93-570f313638d5,TEL-232-21-0039,8,0.27,0.153,0.75,0,0,1,1,0
2be81c3e-2b98-4652-9724-0f495f5953bb,TEL-232-25-0131,8,0.26,0.121,0.75,0,0,1,1,0
899a9bc5-e07c-4d77-b36b-1f2e55c2dc05,CAR-025-62-1461,11,0.27,0.161,0.75,1,0,0,1,0
c54eba74-8c17-4f56-a641-16879ffe0acb,CAR-025-72-1695,10,0.26,0.144,0.75,1,0,0,1,0
3b369d42-ad21-43e6-9b3e-7fef13fafa1c,TEL-232-73-0549,2,0.12,0.01,0.75,0,0,1,1,0
9460b614-18ed-4163-8fa5-4eba758c8d61,CAR-025-74-1788,1,0.08,0.004,0.75,0,0,1,1,0
28cdae8f-8e53-49c4-ba3e-6a1f4a0be274,CAR-025-65-1551,10,0.26,0.125,0.75,0,1,0,1,0
a4f3606c-1363-4b8e-b70e-162078bf88bd,CAR-025-65-1538,12,0.28,0.153,0.75,1,0,0,1,0
a885a4b5-25ee-49ae-9d5e-c3e010b721fc,CAR-025-17-0399,7,0.26,0.114,0.75,0,1,0,1,0
950aa8fc-19dc-4f8b-89b3-e5e05116cd31,CAR-025-27-0585,9,0.32,0.226,0.75,0,1,0,1,0
86acb16b-372f-4ed2-9bbb-cc1a7f8e0e20,CAR-025-75-1825,6,0.23,0.077,0.75,0,1,0,1,0
42e828f9-0e09-426a-9305-041e551646f1,CAR-025-10-0216,5,0.2,0.062,0.75,0,1,0,1,0
28b108cc-f34f-4c9d-b3f4-e97082181e0f,CAR-025-17-0404,8,0.25,0.102,0.75,0,1,0,1,0
5388e4fb-3b5c-4393-9544-20b675dd2039,TEL-232-52-0365,5,0.22,0.077,0.75,0,0,1,1,0
ed75a1d7-29d1-489e-a59c-cd3afae02678,CAR-025-5-0107,6,0.23,0.082,0.75,0,1,0,1,0
5ae13622-7337-48f4-b36d-fa44cbc4dfa7,CAR-025-30-0697,7,0.24,0.088,0.75,1,0,0,1,0
6735ecb1-1dfd-4388-9d12-67e1363b43b5,CAR-025-16-0362,4,0.15,0.026,0.75,0,1,0,1,0
d12dc0f3-30ad-4f1f-a3e6-358daf5d657f,CAR-025-28-0633,6,0.21,0.065,0.75,0,1,0,1,0
e387a334-a26f-46d1-b758-a684e7bc948e,TEL-232-20-0009,9,0.3,0.209,0.75,0,0,1,1,0
c56e98c9-a3ef-49bd-ab96-57ba95455012,TEL-232-24-0101,2,0.07,0.002,0.75,0,0,1,1,0
b7fbab5e-db7a-424d-aae3-8d1f4d0a0622,TEL-232-24-0102,5,0.19,0.039,0.75,0,0,1,1,0
512a80c9-bbc4-4ee6-83f9-bf458a19ed45,CAR-025-29-0677,4,0.22,0.084,0.75,0,1,0,1,0
4df5f112-5038-4373-8a1e-a36af9c3e3ca,CAR-025-19-0488,3,0.1,0.007,0.75,0,1,0,1,0
143a1e1b-ab9d-4c2e-b333-4e81f40aa979,CAR-025-40-0924,4,0.17,0.04,0.75,0,1,0,1,0
447f5c87-2761-4a31-b718-ef0b950cfb9d,CAR-025-73-1743,5,0.17,0.028,0.75,0,1,0,1,0
8dd9325b-820f-45d4-bd2c-8b45b696d0be,CAR-025-27-0612,10,0.36,0.36,0.75,0,1,0,1,0
c93db5c1-cc2a-4990-97d3-5479eca9e2c4,CAR-025-41-0989,12,0.4,0.552,0.75,0,1,0,1,0
c245d76c-bf8a-4d18-9c39-a686210b5eff,CAR-025-72-1707,11,0.31,0.204,0.75,0,1,0,1,0
5c6165ff-dce6-43e1-85b1-f5f1c1d7cb50,CAR-025-41-0960,6,0.23,0.096,0.75,0,1,0,1,0
4466120a-8aa5-4ba9-b840-335437c8bb7d,CAR-025-44-1006,1,0.07,0.003,0.75,0,0,1,1,0
853cdfcd-0f75-41fc-953e-03ffa10354c7,CAR-025-34-0766,6,0.26,0.11,0.75,0,1,0,1,0
9c2685c1-82cd-42a3-904e-aeb05ef02049,CAR-025-70-1646,6,0.25,0.135,0.75,1,0,0,1,0
cd9850fc-91d3-4314-aba1-1ce0ff92041d,CAR-025-7-0182,6,0.25,0.123,0.75,0,1,0,1,0
07cfe0a0-0ae6-4c69-82e6-4068ac272fa9,CAR-025-35-0822,6,0.32,0.25,0.75,0,1,0,1,0
917ba1a2-f16f-4a78-85fe-e3f4bb6780e0,CAR-025-15-0323,2,0.1,0.007,0.75,0,0,1,1,0
3357ad44-dcaa-47a4-a715-a2699ce49c8f,CAR-025-13-0257,9,0.28,0.153,0.75,1,0,0,1,0
90136955-9854-4169-bf27-fec4eb78c82f,CAR-025-69-1626,6,0.19,0.043,0.75,0,1,0,1,0
5025a597-12cc-4674-ac64-6789294fbee1,TEL-232-20-0005,11,0.34,0.293,0.75,0,0,1,1,0
869eef1f-8e13-49e4-a88f-194df6487f2e,TEL-232-20-0006,8,0.22,0.078,0.75,0,0,1,1,0
05d41e9b-ce4f-459a-a26c-6328a623470f,CAR-025-6-0146,4,0.16,0.031,0.75,0,1,0,1,0
e3e689b1-b564-4fba-8586-b01d8e21c4b7,CAR-025-58-1356,4,0.16,0.027,0.75,1,0,0,1,0
e90bb7f4-a2fb-4d9b-a51b-06df0aceffa4,CAR-025-56-1277,9,0.23,0.082,0.75,1,0,0,1,0
0d78c263-dd38-45fd-b29e-3a8664c3e9d3,CAR-025-32-0756,16,0.42,0.661,0.75,0,1,0,1,0
f4bfd90d-1523-47f6-9b85-932bdd9e71d2,TEL-232-54-0404,4,0.13,0.014,0.75,0,0,1,1,0
19582f77-56ba-43e8-9dfb-b27c07439391,CAR-025-38-0875,7,0.26,0.126,0.75,1,0,0,1,0
72e79d63-499d-4c7b-b153-daa209a3c301,TEL-232-54-0407,3,0.12,0.012,0.75,0,0,1,1,0
acf2eeb3-b7c9-4733-a15b-5c535c42ef59,CAR-025-73-1759,12,0.26,0.128,0.75,1,0,0,1,0
2b34e175-e4ec-43b7-a757-068d5e4267e8,CAR-025-55-1245,6,0.23,0.076,0.75,0,1,0,1,0
2925b435-6df4-4467-a40c-d5672c7973fd,CAR-025-73-1730,12,0.32,0.235,0.75,0,1,0,1,0
6bda36d4-59b8-470b-939c-8176dc9ec601,CAR-025-4-0074,3,0.17,0.033,0.75,1,0,0,1,0
d2f4042e-b5cd-4a86-b637-13c264c851e6,CAR-025-19-0492,2,0.13,0.014,0.75,1,0,0,1,0
ce3fd8d5-58a1-4b78-86df-f1c2ff0a1576,CAR-025-30-0720,9,0.3,0.211,0.75,0,1,0,1,0
28cc88c0-49c1-4ad2-9bb4-78c33a589f54,CAR-025-18-0456,7,0.19,0.039,0.75,0,1,0,1,0
4fc84c74-6109-44de-88b2-a313da2ee5fa,CAR-025-54-1201,9,0.26,0.117,0.75,0,1,0,1,0
52807c9e-930a-4783-aebe-1c08d2b9522c,CAR-025-27-0608,4,0.16,0.027,0.75,1,0,0,1,0
c5a488a8-0d7e-4e3b-bbc7-60deba7576ae,CAR-025-28-0629,2,0.11,0.009,0.75,0,1,0,1,0
f38cd954-f8ad-470f-8998-b15359f36d5a,CAR-025-26-0564,5,0.21,0.069,0.75,0,1,0,1,0
d173d2a3-647c-4499-9cef-30f8c59d55ec,CAR-025-16-0378,7,0.24,0.096,0.75,1,0,0,1,0
9af9729c-f537-4393-bc74-334229dfc5b5,TEL-232-72-0538,4,0.18,0.038,0.75,0,0,1,1,0
5ed4708e-e728-4cc3-9002-12dafcc73149,TEL-232-51-0319,6,0.23,0.081,0.75,0,0,1,1,0
bca1e20e-f4da-4404-9391-f5a44788f4aa,CAR-025-28-0640,9,0.28,0.148,0.75,1,0,0,1,0
03c1b622-721c-4071-befa-688b4dbb5cc2,TEL-232-23-0075,5,0.22,0.062,0.75,0,0,1,1,0
3a88f0ae-1386-4b23-9714-581d9cb66db3,TEL-232-23-0076,4,0.17,0.033,0.75,0,0,1,1,0
7787ce78-e30f-42da-a030-2feeafddedb9,CAR-025-43-1001,3,0.15,0.024,0.75,0,1,0,1,0
6e57afbb-d529-4f94-9840-7689b6a5cf5f,CAR-025-29-0684,2,0.11,0.009,0.75,1,0,0,1,0
67418a3c-f3e3-4b60-8bab-9206ee826590,TEL-232-71-0468,3,0.13,0.015,0.75,0,0,1,1,0
f7f1bf3d-d56f-459e-a92b-95f54dc48575,CAR-025-37-0854,6,0.21,0.061,0.75,1,0,0,1,0
f45dbf6f-1be9-4d05-b044-0b92f83ec80c,TEL-232-54-0408,1,0.06,0.001,0.75,0,0,1,1,0
73217766-5850-4985-80f2-6fb896aeb613,TEL-232-21-0033,13,0.41,0.61,0.75,0,0,1,1,0
5942c5b4-4350-425a-9cd2-0726b3de5cc7,CAR-025-33-0761,4,0.18,0.041,0.75,0,1,0,1,0
3cffbb7f-0cb4-4012-b9a9-c2cec741f7b6,CAR-025-56-1284,5,0.17,0.035,0.75,1,0,0,1,0
493f1209-3404-4ab0-9b09-b2fe9a63ab0b,CAR-025-51-1158,6,0.2,0.049,0.75,1,0,0,1,0
41a49ffc-1e5f-4a4b-951a-500e5e576fe1,TEL-232-51-0315,4,0.17,0.034,0.75,0,0,1,1,0
18acceec-9899-4429-b909-3f7c00c1c5ce,CAR-025-34-0795,10,0.23,0.092,0.75,1,0,0,1,0
2ebcfa24-b320-45d0-9a69-a50f872ee514,CAR-025-7-0171,9,0.24,0.106,0.75,1,0,0,1,0
589eae7c-3ab4-463f-a4c0-30f76d971332,TEL-232-51-0316,4,0.18,0.037,0.75,0,0,1,1,0
1418a14e-f3a2-4595-820c-c3c83d2cc57f,TEL-232-72-0537,1,0.06,0.001,0.75,0,0,1,1,0
f1283549-1a1e-429c-b792-611372fdc726,CAR-025-68-1611,11,0.24,0.103,0.75,1,0,0,1,0
b5efc959-eaf9-4b50-9a63-49e13c8c8753,TEL-232-72-0534,3,0.13,0.014,0.75,0,0,1,1,0
a048a43d-daf1-4001-a8bf-6fb7d291faed,TEL-232-23-0079,8,0.28,0.132,0.75,0,0,1,1,0
b5e6ba90-58d1-4edd-987b-2979c3b4c86d,CAR-025-13-0224,10,0.3,0.189,0.75,0,1,0,1,0
91c352d9-1724-4a80-b08e-76a8b8210dff,TEL-232-71-0464,2,0.09,0.004,0.75,0,0,1,1,0
ac7cf240-9861-46c7-b1f6-c871571ef224,TEL-232-71-0467,3,0.15,0.02,0.75,0,0,1,1,0
50ed4690-e3a4-43ca-a84d-999bf106de36,CAR-025-67-1598,3,0.13,0.012,0.75,1,0,0,1,0
05248a9d-60fa-4588-b494-956351ccf790,CAR-025-25-0525,8,0.22,0.076,0.75,1,0,0,1,0
92c580c9-fc8d-4b20-8a10-ee32b8c803ab,CAR-025-71-1671,12,0.32,0.303,0.75,0,1,0,1,0
fc55755a-4268-4c1f-8ca5-7dda2a11cbcc,CAR-025-6-0135,3,0.16,0.024,0.75,1,0,0,1,0
76386640-fe2f-48a2-bdb8-19b809b55e67,CAR-025-60-1417,4,0.15,0.023,0.75,0,1,0,1,0
0a98bcc7-4a57-4e28-a95f-d2f014a524ad,CAR-025-49-1087,2,0.14,0.016,0.75,0,1,0,1,0
7ebc1b82-c9c5-4392-bed1-10c2d19b1664,CAR-025-76-1897,9,0.31,0.21,0.75,0,1,0,1,0
73408a2f-16cc-4fa3-a718-b07622e24bd9,TEL-232-49-0248,3,0.12,0.011,0.75,0,0,1,1,0
fb2f5000-7098-4beb-9b33-d3456ff6f086,TEL-232-22-0049,5,0.22,0.076,0.75,0,0,1,1,0
baad0037-2a63-4b86-8a6d-644459c7f597,CAR-025-57-1352,3,0.12,0.011,0.75,1,0,0,1,0
8e4bb2c6-1536-4400-a621-e68214a6487c,CAR-025-15-0306,7,0.2,0.059,0.75,0,1,0,1,0
6e7f2e84-ce88-4b6f-8643-71d4bdbaf410,CAR-025-35-0807,10,0.21,0.056,0.75,0,1,0,1,0
a7b71a30-9525-4ef1-a64f-3013ca19283d,CAR-025-50-1123,6,0.28,0.141,0.75,0,1,0,1,0
0faa0b49-e94d-456c-853b-3e8a7f6dddee,TEL-232-24-0098,2,0.08,0.004,0.75,0,0,1,1,0
9ad363b9-8ad6-41bd-a5c1-a285c749355a,CAR-025-58-1373,10,0.28,0.179,0.75,0,1,0,1,0
e5ee441d-67eb-4cff-bc98-10056008dd30,CAR-025-14-0286,3,0.14,0.015,0.75,0,0,1,1,0
839232de-7152-4676-8ff1-6ddc28e3bcf5,CAR-025-51-1167,6,0.22,0.064,0.75,0,1,0,1,0
7b23f108-88a4-4346-acef-3a06d2b32cf7,CAR-025-16-0347,6,0.2,0.049,0.75,0,1,0,1,0
01df9244-ca6f-4235-84b8-d4a12e706a2c,CAR-025-74-1792,1,0.06,0.002,0.75,0,0,1,1,0
f0c72ab1-031e-45c9-9065-563251546e0e,CAR-025-36-0846,4,0.19,0.046,0.75,0,1,0,1,0
0adf751d-372b-47df-b234-1106251eb255,TEL-232-49-0247,4,0.13,0.014,0.75,0,0,1,1,0
d75fd2ac-e9cc-4b6c-9942-613b25dfe327,TEL-232-22-0046,13,0.32,0.29,0.75,0,0,1,1,0
8669f373-a3a8-4129-bd1a-45f9f1c9364d,TEL-232-49-0244,8,0.25,0.093,0.75,0,0,1,1,0
23dc9af8-a1ae-47ac-a284-fad9a7dd9d51,TEL-232-22-0045,9,0.26,0.149,0.75,0,0,1,1,0
85e85454-bfe3-4cbc-af44-13bda7872e86,CAR-025-17-0421,9,0.25,0.115,0.75,1,0,0,1,0
52add3ec-3dbd-4ac2-863e-0df70aa18164,CAR-025-17-0383,5,0.2,0.051,0.75,1,0,0,1,0
da10e1d5-6768-4acb-91d4-a64e7393b5a2,CAR-025-75-1856,5,0.2,0.057,0.75,1,0,0,1,0
da2a54ff-ca59-4d99-8e33-111378e4c1b6,CAR-025-73-1766,4,0.13,0.011,0.75,1,0,0,1,0
93e8ed77-166c-4940-bcac-fd96788dbe50,CAR-025-63-1512,4,0.18,0.037,0.75,0,0,1,1,0
1faf933d-bd22-4cd3-b006-d08aaf36ddca,TEL-232-24-0097,6,0.2,0.058,0.75,0,0,1,1,0
991d3641-1608-46ae-a9cb-275ca2f60b7c,TEL-232-24-0094,4,0.18,0.034,0.75,0,0,1,1,0
d7ed60b3-5d12-411a-b68b-2f41f0846e67,TEL-232-63-0423,8,0.24,0.102,0.75,0,0,1,1,0
dda342e0-7a4c-410d-bdd0-a43e50ea9055,TEL-232-63-0420,5,0.2,0.061,0.75,0,0,1,1,0
8317d185-55eb-45ee-9e01-d1b09282c91c,TEL-232-50-0290,5,0.16,0.029,0.75,0,0,1,1,0
bef971dc-0e08-435f-837c-30b858c62552,TEL-232-54-0398,4,0.18,0.04,0.75,0,0,1,1,0
4eda87bb-cbc7-4932-a0ad-4494de6adfd6,TEL-232-50-0293,12,0.26,0.141,0.75,0,0,1,1,0
0c5fb137-319d-4d51-aba8-b69c4fd6f5c5,TEL-232-74-0587,4,0.22,0.089,0.75,0,0,1,1,0
5dac4694-4968-4fd3-b13e-479355743e8b,TEL-232-74-0584,5,0.23,0.088,0.75,0,0,1,1,0
8d7607c1-31a5-43eb-8dd2-ec9526935b26,CAR-025-35-0826,2,0.11,0.009,0.75,0,0,1,1,0
08b15be1-b456-447c-a8de-19be03ac9fe3,CAR-025-15-0327,2,0.12,0.011,0.75,0,0,1,1,0
74a8b2ec-7383-4b60-b2ba-1bc8fdde19f4,CAR-025-13-0253,12,0.34,0.3,0.75,0,1,0,1,0
967eec70-4e72-45ef-9fb1-3aadc7d60c71,CAR-025-69-1622,6,0.25,0.121,0.75,0,1,0,1,0
5bd7a125-1bfe-41c6-9d40-4040a0c5a790,TEL-232-52-0349,5,0.19,0.047,0.75,0,0,1,1,0
722a41ed-1240-4419-b927-9c36423e23ab,CAR-025-6-0142,9,0.25,0.123,0.75,1,0,0,1,0
5d5702ea-d8e4-4af6-8624-883e2280b59f,TEL-232-20-0025,6,0.26,0.126,0.75,0,0,1,1,0
f2e84110-6f88-4669-9674-c5b20dd4ca6b,TEL-232-47-0197,9,0.25,0.111,0.75,0,0,1,1,0
c538c405-6c8e-47af-88a5-fdf4a3843a57,TEL-232-47-0194,8,0.23,0.075,0.75,0,0,1,1,0
7f46befd-2555-4a70-89b1-cbf59bda67e7,CAR-025-7-0186,6,0.23,0.081,0.75,0,1,0,1,0
104bb914-78d1-4d8c-84a2-ee918d797773,CAR-025-70-1642,9,0.27,0.135,0.75,1,0,0,1,0
da49d3ae-4366-45d7-a26a-474381c33d32,CAR-025-18-0448,9,0.31,0.226,0.75,0,1,0,1,0
433e6c2f-a354-420c-a96f-8512f0eb5e37,CAR-025-27-0616,8,0.31,0.206,0.75,0,1,0,1,0
1fa96360-f620-4547-9c7a-92c28882d208,TEL-232-54-0394,10,0.26,0.142,0.75,0,0,1,1,0
736fc68d-e980-47ac-b359-34946449894d,CAR-025-72-1703,15,0.3,0.189,0.75,0,1,0,1,0
68c067de-687e-4980-9ea5-14c4f4a04ad3,TEL-232-54-0397,5,0.17,0.03,0.75,0,0,1,1,0
0cfa69f3-8ff5-4977-ab24-ef0be660ceb6,CAR-025-41-0964,5,0.2,0.066,0.75,0,1,0,1,0
ed7be9bb-d871-4e87-9563-b57e61efd191,CAR-025-40-0920,5,0.19,0.052,0.75,1,0,0,1,0
f8eb67d8-e57c-4062-b345-92386a5d671a,CAR-025-73-1747,4,0.13,0.011,0.75,0,1,0,1,0
0c66f5bf-34e6-40e4-8540-b3b7bccc7d49,CAR-025-19-0465,11,0.38,0.414,0.75,0,1,0,1,0
cdc00926-ce55-40b8-92e1-510781d793b7,TEL-232-74-0588,5,0.2,0.063,0.75,0,0,1,1,0
5a5c8c6c-e69c-4170-a337-3972b26698e0,CAR-025-29-0673,6,0.23,0.084,0.75,0,1,0,1,0
6dd2d97d-8c69-4991-a0e1-e409df7ce2ba,TEL-232-52-0346,10,0.37,0.386,0.75,0,0,1,1,0
771c43f3-03a9-43f9-8b9a-193391179749,CAR-025-10-0212,2,0.11,0.009,0.75,0,1,0,1,0
1758d480-5c20-4167-a6b8-2529d67247b9,CAR-025-17-0400,3,0.15,0.022,0.75,0,1,0,1,0
9105a74c-8fa9-4f58-b9d2-d5d3d743682d,TEL-232-24-0121,5,0.19,0.057,0.75,0,0,1,1,0
0b40f020-6ebd-445f-863b-bf7e04fea926,TEL-232-24-0122,4,0.12,0.011,0.75,0,0,1,1,0
8f71b2d0-c661-4bbc-9135-39ce58210ca5,TEL-232-47-0198,2,0.11,0.008,0.75,0,0,1,1,0
92a57f5b-3b55-4c3c-b361-f9f53446227f,CAR-025-5-0103,9,0.27,0.169,0.75,0,1,0,1,0
18dcfdc9-f4b2-4a2c-83bf-eed9cd8b3382,CAR-025-16-0366,10,0.34,0.316,0.75,0,1,0,1,0
47d3505e-0812-460e-ada3-e89d7b0488c3,CAR-025-39-0902,6,0.24,0.091,0.75,0,1,0,1,0
b22a7ce5-3458-478c-a597-4583b7e976e0,CAR-025-28-0637,2,0.13,0.015,0.75,0,1,0,1,0
1e2916ab-8446-4693-8f03-e3cb2258ad20,CAR-025-65-1555,10,0.32,0.264,0.75,0,1,0,1,0
0e75e131-9322-49ba-9477-6225e8344eb5,TEL-232-73-0569,2,0.08,0.003,0.75,0,0,1,1,0
2b25e71c-50d2-418f-9212-b7aa935608e7,CAR-025-75-1848,2,0.12,0.011,0.75,1,0,0,1,0
f6d02c86-dcd9-45c7-af7a-a3a408d4cef1,CAR-025-75-1821,4,0.25,0.106,0.75,1,0,0,1,0
bc66bac0-7183-46ea-89a4-421f29bb7623,CAR-025-3-0021,2,0.1,0.006,0.75,0,1,0,1,0
2e0b4765-46ae-4809-9133-acaf06906e95,CAR-025-36-0831,4,0.17,0.036,0.75,1,0,0,1,0
03ab8a98-95b3-4d1a-b8e4-3953fc834422,TEL-232-49-0226,6,0.24,0.088,0.75,0,0,1,1,0
7c7952dc-fe67-4814-a4ac-c3523e62fa44,CAR-025-16-0359,7,0.3,0.208,0.75,0,1,0,1,0
53f98036-348c-443c-abf8-5462f39514ac,CAR-025-72-1691,10,0.22,0.072,0.75,1,0,0,1,0
9335333f-786f-4a99-a681-6ead94f9d78e,CAR-025-62-1465,4,0.18,0.051,0.75,0,1,0,1,0
6fb8e313-ff09-459a-96eb-4f670f42ce07,TEL-232-49-0225,9,0.32,0.242,0.75,0,0,1,1,0
f773889c-989c-4eda-9ad1-4a747f235109,CAR-025-54-1220,2,0.1,0.006,0.75,0,1,0,1,0
44ce3596-3632-4752-a487-28aa3f107f06,CAR-025-5-0091,10,0.3,0.208,0.75,0,1,0,1,0
5b7a8dbc-c235-4bea-a250-1b3cafdc69c9,CAR-025-30-0701,6,0.2,0.049,0.75,0,1,0,1,0
8608df84-7ef6-48ca-ad34-67d29318a8f5,CAR-025-39-0890,15,0.28,0.155,0.75,1,0,0,1,0
3ab5d760-1f83-4238-a8f0-5c0a8327525c,CAR-025-5-0078,2,0.12,0.012,0.75,1,0,0,1,0
6e41d3e3-637b-4bde-9fe5-1af99f8b3dbf,CAR-025-4-0055,2,0.11,0.01,0.75,0,1,0,1,0
f220fcfd-395b-4400-bd39-16d08879a6c5,CAR-025-45-1010,6,0.23,0.084,0.75,0,1,0,1,0
8f8ea83b-1d15-46f4-a689-ff93b7058214,CAR-025-55-1264,10,0.29,0.146,0.75,1,0,0,1,0
aa76952f-2f56-42dd-9f0a-a4d55e7a0164,CAR-025-31-0745,6,0.21,0.06,0.75,0,1,0,1,0
1c0a452f-eb8f-4ae8-8038-b0e8dd0530af,CAR-025-25-0504,10,0.24,0.088,0.75,1,0,0,1,0
95447f4a-bbe6-4947-a501-ba70821f2fd3,CAR-025-15-0318,5,0.17,0.035,0.75,1,0,0,1,0
a1c8a0f0-3581-4edf-a804-c27354b840c7,CAR-025-35-0819,6,0.17,0.032,0.75,1,0,0,1,0
eb9748e1-2c2a-4b8f-afe7-34195ff574cd,TEL-232-73-0565,3,0.16,0.027,0.75,0,0,1,1,0
182de84e-57ab-4622-855b-d31f94ab5a69,CAR-025-57-1325,7,0.23,0.081,0.75,1,0,0,1,0
cbf8cc10-3e68-4a8c-8292-4063abc0cb8f,TEL-232-73-0566,10,0.33,0.306,0.75,0,0,1,1,0
21e87765-a752-4ee4-a75e-b33e8af6e0a2,CAR-025-76-1860,7,0.33,0.298,0.75,0,1,0,1,0
1f1408d7-7c34-47d1-9e91-432ddfa49302,CAR-025-66-1594,1,0.09,0.006,0.75,0,0,1,1,0
e801248a-8107-4e67-a497-9cd7eca9429d,CAR-025-56-1308,3,0.11,0.009,0.75,0,0,1,1,0
0eae8db8-fb41-4afb-955e-a08da20ccb6e,CAR-025-76-1889,1,0.07,0.002,0.75,0,0,1,1,0
db370c49-0adc-4fe8-983f-d63260a6acc1,CAR-025-49-1099,6,0.2,0.054,0.75,1,0,0,1,0
19bf57b7-d78f-4087-b4c2-9008e891de7f,CAR-025-60-1409,7,0.27,0.145,0.75,0,1,0,1,0
ec1dbd02-d82f-40e2-bc36-8e4c9076655a,TEL-232-49-0229,7,0.2,0.05,0.75,0,0,1,1,0
670f64df-3c1f-4810-b64a-12052740512e,CAR-025-14-0271,7,0.36,0.385,0.75,0,1,0,1,0
8bc5f301-dfa0-4c5f-99c4-dba33c3d1c99,CAR-025-51-1179,10,0.28,0.138,0.75,0,1,0,1,0
3f5158b6-f9a1-44d4-b52e-21ed792b90e1,CAR-025-46-1038,4,0.17,0.038,0.75,1,0,0,1,0
ed5342c9-f4c9-4113-9e6f-bfc3d26431c1,CAR-025-51-1190,15,0.32,0.255,0.75,0,1,0,1,0
8804c736-e1dd-44c4-9337-47513c68b57e,CAR-025-46-1051,2,0.11,0.01,0.75,0,0,1,1,0
e561dd00-a0d3-49a1-a4d9-1635c6181834,CAR-025-77-1909,1,0.08,0.004,0.75,0,0,1,1,0
a54b0730-afe7-44e6-a4ad-3422a1472fa7,CAR-025-50-1154,9,0.32,0.23,0.75,0,1,0,1,0
9fb1a097-7229-4c99-885e-d1e54ba09071,CAR-025-58-1384,4,0.15,0.025,0.75,1,0,0,1,0
1d05454b-22da-43d2-a7ed-3bf613cd534d,CAR-025-3-0035,2,0.09,0.005,0.75,1,0,0,1,0
6f009c6b-7f44-48f7-a3e3-f7bb159b72c1,CAR-025-74-1771,11,0.29,0.175,0.75,0,1,0,1,0
199a5be0-910c-4551-ac6d-4f1a8a171a69,TEL-232-47-0188,6,0.19,0.04,0.75,0,0,1,1,0
8cf4bc9f-fcf5-49fe-a5b5-652567020ae4,CAR-025-74-1798,5,0.17,0.032,0.75,1,0,0,1,0
ee2ee7d7-be8c-42df-a1cb-1e2af9f9da6a,CAR-025-80-1917,3,0.16,0.027,0.75,1,0,0,1,0
b3889aaa-5a62-4ac0-b54b-96d993d0df1b,CAR-025-26-0551,7,0.23,0.079,0.75,0,1,0,1,0
f41f2893-9c5a-4864-bb80-f9123b357607,CAR-025-72-1685,7,0.23,0.091,0.75,1,0,0,1,0
1b3fb6e5-4c04-4ed2-a303-f6f408d9f9ca,CAR-025-62-1471,6,0.27,0.147,0.75,0,1,0,1,0
b3114768-c14a-4085-93f1-962d532d00f9,CAR-025-65-1541,4,0.2,0.059,0.75,1,0,0,1,0
0ac7322c-c181-4e42-904e-b4602b12df8f,CAR-025-27-0595,11,0.26,0.116,0.75,1,0,0,1,0
8249f053-3d2d-4e16-85ad-c04b46e67550,CAR-025-17-0389,5,0.19,0.042,0.75,0,1,0,1,0
f99a7e9d-4f42-4b57-8f1a-afb03102a612,CAR-025-75-1835,10,0.36,0.349,0.75,0,1,0,1,0
d47ab2b8-d25a-4256-afa7-db9d508277b6,TEL-232-52-0355,3,0.13,0.015,0.75,0,0,1,1,0
081b83e0-b65a-4276-85ff-788650437705,CAR-025-55-1270,1,0.08,0.002,0.75,0,0,1,1,0
476b14ce-e903-4c18-8492-b1482197891c,CAR-025-31-0738,9,0.22,0.075,0.75,1,0,0,1,0
57ba16af-aef3-45e2-b442-285adfb24e62,TEL-232-74-0598,2,0.12,0.008,0.75,0,0,1,1,0
bbeb7806-9676-49c1-98ae-df96a413df4d,CAR-025-31-0751,5,0.2,0.058,0.75,0,1,0,1,0
17e6ec6f-e06b-42ab-9889-c24245699112,CAR-025-63-1518,5,0.2,0.065,0.75,0,1,0,1,0
b7c94726-6436-47cf-9e0f-80d9c46b82ee,CAR-025-18-0463,8,0.3,0.199,0.75,1,0,0,1,0
ab0d477e-be32-4f66-acf6-392d9666202d,CAR-025-5-0085,4,0.19,0.051,0.75,0,1,0,1,0
88e0bf9a-4c3b-44fb-87e7-032ab5070216,CAR-025-54-1234,9,0.22,0.075,0.75,1,0,0,1,0
c49f04e2-ab97-41b7-92a1-d8dbef7c7a28,CAR-025-39-0884,4,0.17,0.029,0.75,1,0,0,1,0
404825ff-9021-42d3-a76c-d98b6954ade9,CAR-025-30-0715,4,0.16,0.025,0.75,0,0,1,1,0
9f3722a4-5c92-469a-9314-06e7f00170ea,TEL-232-54-0387,6,0.24,0.098,0.75,0,0,1,1,0
d1d6fa4f-0345-48f6-a153-9e9a44a474c9,TEL-232-54-0384,3,0.15,0.023,0.75,0,0,1,1,0
f7843c84-21cb-4ae8-937e-b0675ce88b43,CAR-025-76-1874,4,0.17,0.034,0.75,0,1,0,1,0
d546b7b7-f1bb-401b-99f8-ad10a829a2a3,TEL-232-47-0184,8,0.24,0.077,0.75,0,0,1,1,0
9f989636-5521-4b82-a5ad-3f42a3521ce3,TEL-232-47-0187,4,0.16,0.03,0.75,0,0,1,1,0
177f21f5-1f1c-4c61-b087-716ed0185255,CAR-025-66-1569,7,0.28,0.156,0.75,0,1,0,1,0
